RHIZO 2016a	Operator	Analysis Date Time	ImageFileName	ImageAcqDeviceAndSoftwareInfo DateTimeModified	AnalysedRegionArea(cm2)	AnalysedRegionWidth(cm)	AnalysedRegionHeight(cm)	Left Top Right Bottom  NExclusions	DevOrder Criteria	ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile]	PxClassif	Filters	Fractal PxMin PxMax	SoilVol(m3)	Length(cm)	RatioHypLeafToRootLen	ProjArea(cm2)	RatioHypLeafToRootArea	SurfArea(cm2)		AvgDiam(mm)		LenPerVol(cm/m3)		RootVolume(cm3)	FractalDimension	FractalDeviation	Tips	Forks	Crossings	NofLinks	Altitude	ExternalPathLength	LinkAvgLength(cm)	LinkAvgProjArea(cm2)	LinkAvgSurfArea(cm2)	LinkAvgDiam(mm)	LinkAvgBrAngle(deg)	NofNodules	HypocotylLeafArea	HypocotylLeafLength	NAxis	Main NAxis	Main TotLength	Lateral NAxis	Lateral TotLength	Tertiary NAxis	Tertiary TotLength	NSeedlings	NumberOfClasses	ClassBoundaries	0<.L.<=0.5000000	0.5000000<.L.<=1.0000000	1.0000000<.L.<=1.5000000	1.5000000<.L.<=2.0000000	2.0000000<.L.<=2.5000000	2.5000000<.L.<=3.0000000	3.0000000<.L.<=3.5000000	3.5000000<.L.<=4.0000000	4.0000000<.L.<=4.5000000	.L.>4.5000000	0<.SA.<=0.5000000	0.5000000<.SA.<=1.0000000	1.0000000<.SA.<=1.5000000	1.5000000<.SA.<=2.0000000	2.0000000<.SA.<=2.5000000	2.5000000<.SA.<=3.0000000	3.0000000<.SA.<=3.5000000	3.5000000<.SA.<=4.0000000	4.0000000<.SA.<=4.5000000	.SA.>4.5000000	0<.PA.<=0.5000000	0.5000000<.PA.<=1.0000000	1.0000000<.PA.<=1.5000000	1.5000000<.PA.<=2.0000000	2.0000000<.PA.<=2.5000000	2.5000000<.PA.<=3.0000000	3.0000000<.PA.<=3.5000000	3.5000000<.PA.<=4.0000000	4.0000000<.PA.<=4.5000000	.PA.>4.5000000	0<.V.<=0.5000000	0.5000000<.V.<=1.0000000	1.0000000<.V.<=1.5000000	1.5000000<.V.<=2.0000000	2.0000000<.V.<=2.5000000	2.5000000<.V.<=3.0000000	3.0000000<.V.<=3.5000000	3.5000000<.V.<=4.0000000	4.0000000<.V.<=4.5000000	.V.>4.5000000	0<.T.<=0.5000000	0.5000000<.T.<=1.0000000	1.0000000<.T.<=1.5000000	1.5000000<.T.<=2.0000000	2.0000000<.T.<=2.5000000	2.5000000<.T.<=3.0000000	3.0000000<.T.<=3.5000000	3.5000000<.T.<=4.0000000	4.0000000<.T.<=4.5000000	.T.>4.5000000
ELTR_CONC_WR_51_LANA	DKEYES	11/21/19 14:16	"ELTR_DNF_49,46,41,59,53_WR_49,50,51_SL_45,60_TMC_52_RV_41,42,49,50,51_PRY_51_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	10.3887	6.2469	2.1705	888 2379 1869 2721  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.466		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CONC_WR_53_LANA	DKEYES	11/21/19 14:42	"ELTR_CULT_FS_54,_RV_43,44,47,48,52,54,DNF_40,42,45,48,56,60, SL-37,40,46,47,48,57.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	10.5266	5.7502	2.5893	2943 5163 3846 5571  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.3936		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CONC_WR_54_LANA	DKEYES	11/21/19 14:49	"ELTR_CONC_WR_56,54,57_FS_41_PRY_41_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	8.4066	5.0688	2.0816	396 3344 1192 3672  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.2508		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CONC_WR_55_LANA	DKEYES	11/21/19 14:32	"ELTR_DNF_37,RV_58,57,59,SL_51,52,PRY_38,40,45,54,46,SP_37,WR_58,55_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	23.9737	7.6415	4.7407	2538 120 3738 867  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.8166		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CONC_WR_56_LANA	DKEYES	11/21/19 14:49	"ELTR_CONC_WR_56,54,57_FS_41_PRY_41_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	19.3274	10.3924	2.6147	228 1876 1860 2288  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.8102		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CONC_WR_57_LANA	DKEYES	11/21/19 14:49	"ELTR_CONC_WR_56,54,57_FS_41_PRY_41_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	19.0901	8.8641	2.6401	232 616 1624 1032  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.6394		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CONC_WR_58_LANA	DKEYES	11/21/19 14:32	"ELTR_DNF_37,RV_58,57,59,SL_51,52,PRY_38,40,45,54,46,SP_37,WR_58,55_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	24.3677	10.507	5.2167	1974 1146 3624 1968  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		1.5741		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CONC_WR_59_LANA	DKEYES	11/21/19 14:47	"ELTR_DNF_50, 54, 55_C_46, 52_SL_58_WR_59_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	72.3271	7.3358	16.7544	2308 816 3460 3456  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		1.8615		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_13_LANA	DKEYES	11/11/19 12:53	"ELTR_CULT_FS_13,_PRY_19-24,RV_15-18,_NMNW_C_13-14_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	5.4962	4.7122	1.5485	1380 3952 2120 4196  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.179		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_14_LANA	DKEYES	11/11/19 13:13	"ELTR_CULT_FS_14, SL_26, UTSW_SP_13_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	3.2784	1.8722	2.1324	606 858 900 1194  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.0053		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_15_LANA	DKEYES	11/11/19 13:16	"ELTR_UTC_TMC_13, ELTR_UTSW_SP_14, ELTR_CULT_FS_15-16, ELTR_CULT_RV_19-21_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	1.5901	1.5283	1.2693	1872 1404 2112 1604  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_16_LANA	DKEYES	11/11/19 13:16	"ELTR_UTC_TMC_13, ELTR_UTSW_SP_14, ELTR_CULT_FS_15-16, ELTR_CULT_RV_19-21_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	0.6455	1.2481	0.6093	1832 2044 2028 2140  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_19_LANA	DKEYES	11/11/19 13:18	"ELTR_CULT_FS_19,20_TMC_19_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	2.0071	1.1972	2.6147	2560 920 2748 1332  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.0061		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_20_LANA	DKEYES	11/11/19 13:18	"ELTR_CULT_FS_19,20_TMC_19_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	10.6639	2.4707	5.7879	1596 424 1984 1336  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.1313		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_21_LANA	DKEYES	11/11/19 13:21	"ELTR_CULT_FS_21,22_TMC_21,22,24_RV_22_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	0.5129	0.4075	1.6247	3172 1416 3236 1672  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.0046		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_22_LANA	DKEYES	11/11/19 13:21	"ELTR_CULT_FS_21,22_TMC_21,22,24_RV_22_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	5.1878	1.1717	5.6102	2704 948 2888 1832  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.1569		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_23_LANA	DKEYES	11/11/19 13:04	"ELTR_WR_13_NMNW_31,33, 35-37_FS_23-24_SL_25_PRY_30-32_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	2.5567	2.5981	1.2756	1329 465 1737 666  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.0101		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_24_LANA	DKEYES	11/11/19 13:04	"ELTR_WR_13_NMNW_31,33, 35-37_FS_23-24_SL_25_PRY_30-32_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	8.9423	4.9096	2.418	2055 3759 2826 4140  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.1938		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_25_LANA	DKEYES	11/11/19 13:21	"ELTR_CULT_FS_25,26_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	22.2407	7.8198	3.6301	460 936 1688 1508  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.4196		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_26_LANA	DKEYES	11/11/19 13:21	"ELTR_CULT_FS_25,26_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	23.6209	7.5905	4.0363	376 2092 1568 2728  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.6355		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_27_LANA	DKEYES	11/11/19 13:27	ELTR_CULT_FS_27-29_RV_29-33_CONC_WR_18-23_UTC_TMC_29_UTSW_DNF_17-18_LEAF.tif	Regent Instruments Inc.  WinRHIZO Reg 2016a 	25.1383	7.2594	5.9148	184 5052 1324 5984  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.9321		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_28_LANA	DKEYES	11/11/19 13:27	ELTR_CULT_FS_27-29_RV_29-33_CONC_WR_18-23_UTC_TMC_29_UTSW_DNF_17-18_LEAF.tif	Regent Instruments Inc.  WinRHIZO Reg 2016a 	17.6826	8.7113	3.2493	200 4444 1568 4956  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.9696		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_29_LANA	DKEYES	11/11/19 13:27	ELTR_CULT_FS_27-29_RV_29-33_CONC_WR_18-23_UTC_TMC_29_UTSW_DNF_17-18_LEAF.tif	Regent Instruments Inc.  WinRHIZO Reg 2016a 	17.6144	7.0556	4.2648	460 3352 1568 4024  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.6401		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_30_LANA	DKEYES	11/11/19 13:30	ELTR_CULT_RV_34-36_FS_30_UTSW_DNF_19_LEAF.tif	Regent Instruments Inc.  WinRHIZO Reg 2016a 	24.3007	3.566	9.2403	2670 376 3230 1832  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.9866		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_31_LANA	DKEYES	11/11/19 13:31	ELTR_CULT_FS_31_LEAF.tif	Regent Instruments Inc.  WinRHIZO Reg 2016a 	7.9774	4.5276	3.1415	324 759 1035 1254  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.1533		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_33_LANA	DKEYES	11/11/19 13:31	ELTR_CULT_FS_33_LEAF.tif	Regent Instruments Inc.  WinRHIZO Reg 2016a 	30.1951	7.8134	4.9121	312 927 1539 1701  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.0011		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_41_LANA	DKEYES	11/21/19 14:49	"ELTR_CONC_WR_56,54,57_FS_41_PRY_41_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	2.2965	2.0632	1.4216	2124 3444 2448 3668  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.0108		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_43_LANA	DKEYES	11/21/19 14:25	"ELTR_ WR_42,37,38,43,46_TMC_54_DNF_43,57_C_49_FS_43,50,57_SL_38_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	19.2903	7.3549	3.7888	3300 4704 4455 5301  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.8375		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_49_LANA	DKEYES	11/21/19 14:11	"ELTR_TMC_49,50,51,59_WR_40,41_PRY_50,59_FS_49_SL_54_C_56_DNF_58_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	8.6771	5.0625	2.6845	1647 2775 2442 3198  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.2227		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_50_LANA	DKEYES	11/21/19 14:25	"ELTR_ WR_42,37,38,43,46_TMC_54_DNF_43,57_C_49_FS_43,50,57_SL_38_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	21.4241	9.7811	3.3128	2982 3585 4518 4107  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		1.1652		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_54_LANA	DKEYES	11/21/19 14:42	"ELTR_CULT_FS_54,_RV_43,44,47,48,52,54,DNF_40,42,45,48,56,60, SL-37,40,46,47,48,57.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	10.6203	6.0177	2.3228	3006 1560 3951 1926  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.352		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_FS_57_LANA	DKEYES	11/21/19 14:25	"ELTR_ WR_42,37,38,43,46_TMC_54_DNF_43,57_C_49_FS_43,50,57_SL_38_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	20.9643	9.0169	3.2938	3018 2505 4434 3024  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.6234		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_PRY_13_LANA	NoName	8/6/19 9:58	ELTR_CULT_PRY_13-18_LEAF.tif	Regent Instruments Inc.  WinRHIZO Reg 2016a 	16.8968	9.6792	2.8432	104 464 1624 912  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-65535	Smooth Off Area Off LWRatio Off	Off	1	0		16.8214		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_PRY_14_LANA	NoName	8/6/19 9:58	ELTR_CULT_PRY_13-18_LEAF.tif	Regent Instruments Inc.  WinRHIZO Reg 2016a 	27.2109	11.7678	3.8586	24 1744 1872 2352  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-65535	Smooth Off Area Off LWRatio Off	Off	1	0		27.1626		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_PRY_15_LANA	NoName	8/6/19 9:58	ELTR_CULT_PRY_13-18_LEAF.tif	Regent Instruments Inc.  WinRHIZO Reg 2016a 	16.9705	8.8641	2.8939	256 2936 1648 3392  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-65535	Smooth Off Area Off LWRatio Off	Off	1	0		16.9201		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_PRY_16_LANA	NoName	8/6/19 9:58	ELTR_CULT_PRY_13-18_LEAF.tif	Regent Instruments Inc.  WinRHIZO Reg 2016a 	45.0848	13.449	5.991	104 4280 2216 5224  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-65535	Smooth Off Area Off LWRatio Off	Off	1	0		45.0437		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_PRY_17_LANA	NoName	8/6/19 9:58	ELTR_CULT_PRY_13-18_LEAF.tif	Regent Instruments Inc.  WinRHIZO Reg 2016a 	24.337	8.049	4.0109	2792 1064 4056 1696  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-65535	Smooth Off Area Off LWRatio Off	Off	1	0		24.2771		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_PRY_18_LANA	NoName	8/6/19 9:58	ELTR_CULT_PRY_13-18_LEAF.tif	Regent Instruments Inc.  WinRHIZO Reg 2016a 	40.9565	14.0603	4.0109	2320 3464 4528 4096  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-65535	Smooth Off Area Off LWRatio Off	Off	1	0		40.9129		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_PRY_19_LANA	DKEYES	11/11/19 12:53	"ELTR_CULT_FS_13,_PRY_19-24,RV_15-18,_NMNW_C_13-14_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	20.1229	9.6537	3.2493	1208 320 2724 832  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.8533		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_PRY_20_LANA	DKEYES	11/11/19 12:53	"ELTR_CULT_FS_13,_PRY_19-24,RV_15-18,_NMNW_C_13-14_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	25.3817	10.749	3.7824	2400 3616 4088 4212  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		1.0747		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_PRY_21_LANA	DKEYES	11/11/19 12:53	"ELTR_CULT_FS_13,_PRY_19-24,RV_15-18,_NMNW_C_13-14_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	8.5665	7.8707	1.32	2848 3236 4084 3444  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.4101		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
ELTR_CULT_PRY_22_LANA	DKEYES	11/11/19 12:53	"ELTR_CULT_FS_13,_PRY_19-24,RV_15-18,_NMNW_C_13-14_LEAF.tif"	Regent Instruments Inc.  WinRHIZO Reg 2016a 	6.7999	5.5783	2.0816	3064 2652 3940 2980  0	MAG ANG DIAM LEN	Grey Intr cm 0.006368 0.006346 Scanner.Cal	GreyThdMan-75	Smooth Off Area Off LWRatio Off	Off	1	0		0.2586		0		0		0		0			0	0	0									0											10	0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000 																																																		
